date,pick,buy_hit,sell_hit,signals,held,day_pnl,portfolio,top3,month
2025-08-14,SK하이닉스,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",SK하이닉스,-2.1428604693703335,11264874.604686184,SK하이닉스 | KB금융 | 메리츠금융지주,2025-08
2025-08-18,메리츠금융지주,5,0,"RSI탈출,MACD,BB회귀,W패턴,STO_GC",메리츠금융지주,-1.9819756401044608,10996273.67513478,메리츠금융지주 | SK이노베이션 | 고려아연,2025-08
2025-08-19,NAVER,5,1,"RSI탈출,BB회귀,W패턴,STO_GC,피보나치",NAVER,-0.5000000000000004,10861479.247886887,NAVER | 카카오 | 메리츠금융지주,2025-08
2025-08-20,삼성생명,5,0,"GC,RSI탈출,MACD,BB회귀,W패턴",삼성생명,-2.8508784367289652,10622889.933437519,삼성생명 | 현대차 | 현대모비스,2025-08
2025-08-21,메리츠금융지주,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",메리츠금융지주,0.23059638861537834,11291078.881796718,메리츠금융지주 | 삼성생명 | 현대차,2025-08
2025-08-22,현대차,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",현대차,5.3497942386831365,11088111.597980367,현대차 | 메리츠금융지주 | 삼성생명,2025-08
2025-08-25,메리츠금융지주,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",메리츠금융지주,-0.2252307461174663,11128564.869728152,메리츠금융지주 | 삼성바이오로직스 | 기아,2025-08
2025-08-26,현대차,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",현대차,-0.31055900621117516,10978309.98431728,현대차 | LG | 고려아연,2025-08
2025-08-27,SK하이닉스,5,3,"GC,RSI탈출,MACD,BB회귀,STO_GC",SK하이닉스,-0.6802598445451946,11019955.656150645,SK하이닉스 | 현대모비스 | 현대차,2025-08
2025-08-28,SK텔레콤,6,2,"GC,RSI탈출,BB회귀,W패턴,200일선,STO_GC",SK텔레콤,-1.7888532328335982,10740326.043238437,SK텔레콤 | 고려아연 | 삼성물산,2025-08
2025-08-29,SK,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",SK,4.0902711218038235e-06,10761121.34649258,SK | 삼성물산 | LG,2025-08
2025-09-01,기아,5,2,"GC,MACD,BB회귀,W패턴,STO_GC",기아,-1.210653753026636,10551344.848787121,기아 | SK하이닉스 | SK,2025-09
2025-09-02,LG,5,0,"RSI탈출,MACD,BB회귀,STO_GC,피보나치",LG,-0.5617980156294777,10456009.810446888,LG | 셀트리온 | 기아,2025-09
2025-09-03,NAVER,5,0,"RSI탈출,MACD,BB회귀,STO_GC,피보나치",NAVER,-1.195221849883643,10189673.316662088,NAVER | 삼성물산 | SK하이닉스,2025-09
2025-09-04,LG,7,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",LG,-1.3363045100563853,10284361.448628593,LG | 고려아연 | SK하이닉스,2025-09
2025-09-05,LG,7,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",LG,0.4010681357004664,10274477.214541482,LG | SK이노베이션 | NAVER,2025-09
2025-09-08,NAVER,7,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",NAVER,0.3994739717080309,10201474.260944288,NAVER | LG | 삼성바이오로직스,2025-09
2025-09-09,LG,7,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",LG,-8.094223180599158e-07,10293443.20111721,LG | SK이노베이션 | 삼성바이오로직스,2025-09
2025-09-10,SK이노베이션,8,0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",SK이노베이션,0.5228690931482927,10278022.066507328,SK이노베이션 | 삼성바이오로직스 | NAVER,2025-09
2025-09-11,NAVER,7,1,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",NAVER,0.4716981132075526,10189194.941880705,NAVER | 하나금융지주 | 기업은행,2025-09
2025-09-12,삼성바이오로직스,7,1,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",삼성바이오로직스,-7.465582152477168e-07,10240345.702053862,삼성바이오로직스 | SK이노베이션 | 하나금융지주,2025-09
2025-09-15,삼성전자,7,0,"GC,RSI탈출,MACD,BB회귀,거래량돌파,W패턴,STO_GC",삼성전자,-0.4821566524227605,10070955.7561864,삼성전자 | 삼성바이오로직스 | 신한지주,2025-09
2025-09-16,삼성바이오로직스,7,1,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",삼성바이오로직스,-0.3885890885376164,10118834.514184758,삼성바이오로직스 | 하나금융지주 | 우리금융지주,2025-09
2025-09-17,우리금융지주,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",우리금융지주,-0.4835555647809686,9844808.181170717,우리금융지주 | 신한지주 | 삼성전자,2025-09
2025-09-18,POSCO홀딩스,7,1,"RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",POSCO홀딩스,-2.247186245682875,9801967.273685914,POSCO홀딩스 | SK텔레콤 | SK이노베이션,2025-09
2025-09-22,KT&G,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",KT&G,-9.071120221637585e-06,9782905.325350562,KT&G | 셀트리온 | 삼성SDI,2025-09
2025-09-23,신한지주,6,1,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",신한지주,1.054111033028815,9927143.83876247,신한지주 | KT&G | 셀트리온,2025-09
2025-09-24,삼성SDI,7,0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",삼성SDI,1.0100922087490805,9642533.803098295,삼성SDI | LG에너지솔루션 | 셀트리온,2025-09
2025-09-25,SK텔레콤,6,2,"GC,MACD,BB회귀,W패턴,200일선,STO_GC",SK텔레콤,-2.6004728132387744,9661172.290127426,SK텔레콤 | HMM | 삼성바이오로직스,2025-09
2025-09-26,삼성SDI,7,1,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",삼성SDI,-0.18148750268526248,9351188.20606578,삼성SDI | LG에너지솔루션 | POSCO홀딩스,2025-09
2025-09-29,셀트리온,5,2,"GC,MACD,BB회귀,W패턴,STO_GC",셀트리온,-1.2019230769230727,9394427.516705977,셀트리온 | KT&G | 삼성SDI,2025-09
2025-09-30,POSCO홀딩스,6,2,"지지반등,RSI탈출,MACD,BB회귀,200일선,피보나치",POSCO홀딩스,-1.3888859071935489,9315761.623573203,POSCO홀딩스 | LG에너지솔루션 | 셀트리온,2025-09
2025-10-01,셀트리온,4,5,"GC,MACD,W패턴,STO_GC",셀트리온,0.3623234729180025,9333171.990738576,셀트리온 | 삼성생명 | 현대모비스,2025-10
2025-10-02,셀트리온,6,1,"GC,MACD,BB회귀,W패턴,200일선,STO_GC",셀트리온,0.22856979955803158,9348923.781291995,셀트리온 | 메리츠금융지주 | 삼성바이오로직스,2025-10
2025-10-10,SK이노베이션,6,3,"RSI탈출,BB회귀,W패턴,200일선,STO_GC,피보나치",SK이노베이션,0.2280530996659147,9160264.926122606,SK이노베이션 | LG에너지솔루션 | 셀트리온,2025-10
2025-10-13,삼성SDI,5,2,"GC,MACD,BB회귀,W패턴,200일선",삼성SDI,-2.9551954242135414,9342061.266122604,삼성SDI | SK텔레콤 | 한국전력,2025-10
2025-10-14,SK이노베이션,8,2,"지지반등,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",SK이노베이션,3.9312039312039415,9652662.866122602,SK이노베이션 | 고려아연 | 삼성SDI,2025-10
2025-10-15,SK이노베이션,7,2,"RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC,피보나치",SK이노베이션,3.398058252427183,9765617.366122602,SK이노베이션 | 삼성바이오로직스 | 고려아연,2025-10
2025-10-16,SK이노베이션,7,0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",SK이노베이션,1.5023474178403662,10490240.6661226,SK이노베이션 | 삼성바이오로직스 | 기아,2025-10
2025-10-17,기아,6,0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",기아,5.920444033302497,10452337.671543935,기아 | SK이노베이션 | 한국전력,2025-10
