date,side,tic,name,qty,price,pnl_pct,buy_hit,sell_hit,signals,rank2,rank2_hit,prev_buy_hit
2025-09-24,BUY,006400,삼성SDI,46,211500.0,,7.0,0.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",LG에너지솔루션,6.0,
2025-09-25,SELL,006400,삼성SDI,46,206000.0,-2.6004728132387744,,,,,,7.0
2025-09-25,BUY,017670,SK텔레콤,176,54644.49075803895,,6.0,2.0,"GC,MACD,BB회귀,W패턴,200일선,STO_GC",HMM,5.0,
2025-09-26,SELL,017670,SK텔레콤,176,54545.31783640711,-0.18148750268526248,,,,,,6.0
2025-09-26,BUY,006400,삼성SDI,46,208000.0,,7.0,1.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",LG에너지솔루션,6.0,
2025-09-29,SELL,006400,삼성SDI,46,205500.0,-1.2019230769230727,,,,,,7.0
2025-09-29,BUY,068270,셀트리온,55,170714.28811786964,,5.0,2.0,"GC,MACD,BB회귀,W패턴,STO_GC",KT&G,4.0,
2025-09-30,SELL,068270,셀트리온,55,168343.26142863475,-1.3888859071935489,,,,,,5.0
2025-09-30,BUY,005490,POSCO홀딩스,34,270819.8125,,6.0,2.0,"지지반등,RSI탈출,MACD,BB회귀,200일선,피보나치",LG에너지솔루션,5.0,
2025-10-01,SELL,005490,POSCO홀딩스,34,271801.05625,0.3623234729180025,,,,,,6.0
2025-10-01,BUY,068270,셀트리온,56,165972.22493630866,,4.0,5.0,"GC,MACD,W패턴,STO_GC",삼성생명,3.0,
2025-10-02,SELL,068270,셀트리온,56,166351.58731816759,0.22856979955803158,,,,,,4.0
