date,buy_sig,sell_sig,buy_list,sell_list,action,reason,cash,shares,close,portfolio
2026-06-08,0,4,,"RSI이탈,MACD,BB거부,STO_DC",관망,매수0/매도4,12806128.441481631,0,295500.0,12806128.441481631
2026-06-09,1,2,BB회귀,"MACD,STO_DC",관망,매수1/매도2,12806128.441481631,0,322000.0,12806128.441481631
2026-06-10,0,4,,"RSI이탈,MACD,BB거부,STO_DC",관망,매수0/매도4,12806128.441481631,0,302500.0,12806128.441481631
2026-06-11,0,4,,"RSI이탈,MACD,BB거부,STO_DC",관망,매수0/매도4,12806128.441481631,0,299000.0,12806128.441481631
2026-06-12,2,2,"BB회귀,STO_GC","MACD,STO_DC",관망,매수2/매도2,12806128.441481631,0,322500.0,12806128.441481631
2026-06-15,3,2,"BB회귀,W패턴,STO_GC","MACD,STO_DC",관망,매수3/매도2,12806128.441481631,0,337000.0,12806128.441481631
2026-06-16,3,2,"BB회귀,W패턴,STO_GC","MACD,STO_DC",관망,매수3/매도2,12806128.441481631,0,343000.0,12806128.441481631
2026-06-17,3,1,"BB회귀,W패턴,STO_GC",MACD,관망,매수3/매도1,12806128.441481631,0,346500.0,12806128.441481631
2026-06-18,4,1,"MACD,BB회귀,W패턴,STO_GC",MACD,매수,매수4/매도1,139228.6914816294,34,362500.0,12464228.69148163
2026-06-19,2,4,"MACD,STO_GC","저항거부,MACD,BB거부,STO_DC",매도,손절-7.9%,11776155.391481629,0,354000.0,11776155.391481629
2026-06-22,2,2,"MACD,STO_GC","BB거부,STO_DC",관망,매수2/매도2,11776155.391481629,0,353500.0,11776155.391481629
2026-06-23,2,3,"MACD,STO_GC","MACD,BB거부,STO_DC",관망,매수2/매도3,11776155.391481629,0,310000.0,11776155.391481629
2026-06-24,3,2,"MACD,BB회귀,STO_GC","MACD,STO_DC",관망,매수3/매도2,11776155.391481629,0,340500.0,11776155.391481629
2026-06-25,3,2,"MACD,BB회귀,STO_GC","MACD,STO_DC",관망,매수3/매도2,11776155.391481629,0,358500.0,11776155.391481629
2026-06-26,1,3,MACD,"MACD,BB거부,STO_DC",관망,매수1/매도3,11776155.391481629,0,339500.0,11776155.391481629
2026-06-29,1,4,MACD,"DC,MACD,BB거부,STO_DC",관망,매수1/매도4,11776155.391481629,0,323000.0,11776155.391481629
2026-06-30,2,3,"GC,MACD","DC,MACD,STO_DC",관망,매수2/매도3,11776155.391481629,0,334000.0,11776155.391481629
2026-07-01,2,5,"GC,MACD","DC,MACD,BB거부,M패턴,STO_DC",관망,매수2/매도5,11776155.391481629,0,314500.0,11776155.391481629
2026-07-02,1,5,GC,"DC,MACD,BB거부,M패턴,STO_DC",관망,매수1/매도5,11776155.391481629,0,286000.0,11776155.391481629
2026-07-03,3,4,"GC,BB회귀,STO_GC","DC,MACD,M패턴,STO_DC",관망,매수3/매도4,11776155.391481629,0,309500.0,11776155.391481629
