date,portfolio,n_pos,cash
2025-09-26,10137.576183173614,12,1069.2352026438289
2025-09-29,10134.498576972443,12,1069.2352026438289
2025-09-30,10235.661678168732,12,1069.2352026438289
2025-10-01,10333.21322998758,12,1069.2352026438289
2025-10-02,10296.45248780008,12,1069.2352026438289
2025-10-03,10331.773959968048,12,1069.2352026438289
2025-10-06,10313.174327704864,12,1069.2352026438289
2025-10-07,10323.856571052032,12,1069.2352026438289
2025-10-08,10262.443454596954,12,1069.2352026438289
2025-10-09,10265.891559455353,12,1069.2352026438289
2025-10-10,10136.23511872049,12,1069.2352026438289
2025-10-13,10166.874713752228,12,1069.2352026438289
2025-10-14,10219.887157294708,12,1069.2352026438289
2025-10-15,10221.754611823517,12,1069.2352026438289
2025-10-16,10091.97998413797,12,1069.2352026438289
2025-10-17,10200.274188849884,12,1069.2352026438289
2025-10-20,10274.884242865997,12,1069.2352026438289
2025-10-21,10329.762431952911,12,1069.2352026438289
2025-10-22,10332.946414802032,12,1069.2352026438289
2025-10-23,10336.066799018341,12,1069.2352026438289
2025-10-24,10356.56558594461,12,1069.2352026438289
2025-10-27,10366.789340827423,12,1069.2352026438289
2025-10-28,10302.415187690216,12,1069.2352026438289
2025-10-29,10211.79046234842,12,1069.2352026438289
2025-10-30,10226.31543335672,12,1069.2352026438289
2025-10-31,10234.996936652618,12,1069.2352026438289
2025-11-03,10130.744859169547,12,1183.9041990743317
2025-11-04,10221.732066133085,13,1277.9767560744901
2025-11-05,10212.323443391386,13,1277.9767560744901
2025-11-06,10244.551707246366,13,1277.9767560744901
2025-11-07,10308.075727356132,12,734.3892039186326
2025-11-10,10310.324956787284,12,734.3892039186326
2025-11-11,10452.924421203788,12,734.3892039186326
2025-11-12,10468.89736737078,12,734.3892039186326
2025-11-13,10478.008300403064,15,1141.9178081545283
2025-11-14,10424.099700549548,15,1141.9178081545283
2025-11-17,10330.223983386462,15,1141.9178081545283
2025-11-18,10323.971610644763,15,1141.9178081545283
2025-11-19,10273.355699427028,15,877.4391650031996
2025-11-20,10256.435350305934,15,877.4391650031996
2025-11-21,10350.292558557887,15,877.4391650031996
2025-11-24,10347.694505579371,15,877.4391650031996
2025-11-25,10392.62553053493,15,1172.2495539724287
2025-11-26,10427.623417192644,15,1172.2495539724287
2025-11-28,10487.561497026629,15,1172.2495539724287
2025-12-01,10441.417972856707,15,1172.2495539724287
2025-12-02,10390.828899675555,15,1172.2495539724287
2025-12-03,10404.467025342145,14,1848.8372645999566
2025-12-04,10351.931647839703,14,1848.8372645999566
2025-12-05,10335.894050183453,14,1848.8372645999566
2025-12-08,10257.620605224047,15,1588.7423169550038
2025-12-09,10222.088790648852,15,1588.7423169550038
2025-12-10,10283.346643266008,17,1125.9676225750898
2025-12-11,10360.427260535289,18,654.4661704473976
2025-12-12,10397.436003821422,18,654.4661704473976
2025-12-15,10396.01855387025,18,654.4661704473976
2025-12-16,10308.60311044984,18,654.4661704473976
2025-12-17,10324.317163904429,17,854.0663704473976
2025-12-18,10312.591043909311,17,854.0663704473976
2025-12-19,10342.650850733042,17,854.0663704473976
2025-12-22,10429.07494588685,17,854.0663704473976
2025-12-23,10442.641764124155,17,854.0663704473976
2025-12-24,10479.827058935833,17,782.7725469119079
2025-12-26,10466.432222510051,17,782.7725469119079
2025-12-29,10475.264658117962,17,782.7725469119079
2025-12-30,10482.857187414837,17,782.7725469119079
2025-12-31,10436.435175085735,17,782.7725469119079
2026-01-02,10387.743829870891,17,782.7725469119079
2026-01-05,10469.392999792766,17,782.7725469119079
2026-01-06,10470.011446142864,17,782.7725469119079
2026-01-07,10435.207590246868,17,782.7725469119079
2026-01-08,10490.293702356867,17,948.5189144540342
2026-01-09,10517.205424067393,16,1029.6744716137796
2026-01-12,10483.384661433116,16,1029.6744716137796
2026-01-13,10367.393313166514,16,1029.6744716137796
2026-01-14,10384.852755305186,16,1029.6744716137796
2026-01-15,10313.056526985007,15,919.7970512769994
2026-01-16,10304.56070789321,15,919.7970512769994
2026-01-20,10271.320145454245,15,919.7970512769994
2026-01-21,10261.846775024695,14,657.8929328616092
2026-01-22,10291.562480896277,14,657.8929328616092
2026-01-23,10303.448436706823,14,657.8929328616092
2026-01-26,10324.848499267859,14,657.8929328616092
2026-01-27,10266.012068989305,13,947.6485130811011
2026-01-28,10248.69656300786,13,947.6485130811011
2026-01-29,10358.746154072312,13,947.6485130811011
2026-01-30,10398.884024860887,13,947.6485130811011
2026-02-02,10562.287360432176,13,947.6485130811011
2026-02-03,10655.881830105547,12,921.6313876006635
2026-02-04,10754.470050849988,13,1156.1013603592664
2026-02-05,10735.645618476941,13,1156.1013603592664
2026-02-06,10853.728099310887,11,1412.6266398077132
2026-02-09,10739.407108063016,10,1257.9987561648234
2026-02-10,10720.898212188993,10,1257.9987561648234
2026-02-11,10702.325725311552,10,1257.9987561648234
2026-02-12,10636.5529172366,10,1257.9987561648234
2026-02-13,10582.017937504053,10,1207.4424827921387
2026-02-17,10643.537690006495,10,1207.4424827921387
2026-02-18,10677.841347538233,10,1207.4424827921387
2026-02-19,10610.9502113688,10,1207.4424827921387
2026-02-20,10644.040303074122,10,1207.4424827921387
2026-02-23,10458.719223710634,11,1408.0735480514543
2026-02-24,10422.512309346945,12,1136.7127945764364
2026-02-25,10500.807208333761,12,1136.7127945764364
2026-02-26,10483.830642019064,12,1136.7127945764364
2026-02-27,10516.787797266825,12,931.2942288464143
2026-03-02,10388.845060194508,14,832.3675516495853
2026-03-03,10349.614075559708,13,1257.0665291729886
2026-03-04,10409.034760374161,13,1257.0665291729886
2026-03-05,10397.259118759343,13,1472.1790864107102
2026-03-06,10324.968980514714,13,1472.1790864107102
2026-03-09,10353.768995559347,12,1343.7516844631557
2026-03-10,10323.988516128195,12,1343.7516844631557
2026-03-11,10280.746954238546,12,1343.7516844631557
2026-03-12,10206.99933460964,12,1343.7516844631557
2026-03-13,10182.123800552023,12,1343.7516844631557
2026-03-16,10266.327749526632,12,1343.7516844631557
2026-03-17,10257.798422134054,12,1343.7516844631557
2026-03-18,10140.901621049321,11,1597.602457230962
2026-03-19,10073.836595719731,11,1597.602457230962
2026-03-20,10009.335664933598,11,1597.602457230962
2026-03-23,10061.143465226567,11,1597.602457230962
2026-03-24,9999.150064652837,11,1597.602457230962
2026-03-25,10076.823328202641,11,1597.602457230962
2026-03-26,10008.415796730875,12,1118.1755928734535
2026-03-27,9890.194936246924,13,1092.1774573040534
2026-03-30,9925.78270486738,14,569.8108191862281
2026-03-31,10085.391110934275,14,569.8108191862281
2026-04-01,10074.087773837107,14,569.8108191862281
2026-04-02,10120.041329897898,14,569.8108191862281
2026-04-06,10157.112813509959,14,569.8108191862281
2026-04-07,10191.184838809031,14,569.8108191862281
2026-04-08,10289.305867709178,14,569.8108191862281
2026-04-09,10399.03397610263,14,1005.5142236001891
2026-04-10,10351.932760521135,13,1355.5550902330483
2026-04-13,10323.139231010637,13,1355.5550902330483
2026-04-14,10372.026742162847,13,1367.2347766782273
2026-04-15,10347.704787882114,15,1010.9307247717628
2026-04-16,10327.004096630852,14,1103.4811092651298
2026-04-17,10444.101310375969,14,1103.4811092651298
2026-04-20,10388.154067639152,14,1103.4811092651298
2026-04-21,10291.945815686027,14,1103.4811092651298
2026-04-22,10328.12129463908,15,545.6888071512878
2026-04-23,10349.937811184249,15,764.3630507472365
2026-04-24,10355.23157339128,15,764.3630507472365
2026-04-27,10312.322851298411,14,741.6643811446023
2026-04-28,10370.130956767161,14,741.6643811446023
2026-04-29,10407.817808268626,14,741.6643811446023
2026-04-30,10404.930814860423,14,741.6643811446023
2026-05-01,10480.360204384517,14,871.7141854025828
2026-05-04,10445.30987626902,13,986.2291572748802
2026-05-05,10455.497032946267,13,986.2291572748802
2026-05-06,10504.573654955544,13,986.2291572748802
2026-05-07,10489.99135710246,12,958.5887386942574
2026-05-08,10447.449746384687,12,958.5887386942574
2026-05-11,10408.513406052656,12,958.5887386942574
2026-05-12,10496.710671677656,12,958.5887386942574
2026-05-13,10472.342370345621,11,1002.7731259608549
2026-05-14,10488.432946517496,11,1002.7731259608549
2026-05-15,10474.308831527262,11,1002.7731259608549
2026-05-18,10565.749802901773,11,1002.7731259608549
2026-05-19,10592.109658553629,11,1002.7731259608549
2026-05-20,10552.211716964273,11,1002.7731259608549
2026-05-21,10586.075471236734,11,1002.7731259608549
2026-05-22,10757.88079197648,11,1002.7731259608549
2026-05-26,10614.950593307047,11,1002.7731259608549
2026-05-27,10680.055886580973,11,1002.7731259608549
2026-05-28,10629.196267440348,11,1002.7731259608549
2026-05-29,10580.314942672281,11,1002.7731259608549
2026-06-01,10492.682206466226,11,1002.7731259608549
2026-06-02,10483.15017401522,11,1260.7267273599457
2026-06-03,10477.354725711997,11,1260.7267273599457
2026-06-04,10594.306515567954,11,1260.7267273599457
2026-06-05,10739.239964359458,11,1260.7267273599457
2026-06-08,10694.14879205721,10,1356.0898244668795
2026-06-09,10767.511794808164,8,1309.2791898276946
2026-06-10,10811.088386299863,8,1309.2791898276946
2026-06-11,10801.571433785215,8,1309.2791898276946
2026-06-12,10816.059394600645,8,1309.2791898276946
2026-06-15,10768.059295418516,8,1309.2791898276946
2026-06-16,10790.559203865781,8,1309.2791898276946
2026-06-17,10696.74917578961,8,1309.2791898276946
2026-06-18,10634.889281990781,8,1309.2791898276946
2026-06-22,10626.339202645078,8,1309.2791898276946
2026-06-23,10786.319129708067,8,1309.2791898276946
2026-06-24,10818.82908606793,8,1309.2791898276946
2026-06-25,10796.589126351133,8,1309.2791898276946
2026-06-26,10952.659278633848,8,1309.2791898276946
2026-06-29,10927.97018464965,8,1183.5201724426195
2026-06-30,10885.732389783198,12,613.5719741337838
2026-07-01,10925.311258997353,12,1017.0256983894428
2026-07-02,11087.44305678788,12,1017.0256983894428
2026-07-06,11057.794062036905,13,958.2464088386614
2026-07-07,11125.546739954385,13,958.2464088386614
2026-07-08,10993.09630050126,13,958.2464088386614
2026-07-09,10952.07644881669,13,958.2464088386614
2026-07-10,10960.496332544717,13,958.2464088386614
2026-07-13,11008.965547937783,13,958.2464088386614
