date,side,tic,name,qty,price,buy_hit,signals,reason,amount,pnl_pct,hold_days
2026-05-13,BUY,000270,기아,2,166500.0,3.0,"GC,MACD,W패턴",TOP5 1/5 배분,333000.0,,
2026-05-13,BUY,033780,KT&G,2,185400.0,2.0,"BB회귀,W패턴",TOP5 1/5 배분,370800.0,,
2026-05-15,SELL,005380,현대차,1,722338.4732142857,,,익절+30%(익일시가),,30.395676939359404,8.0
2026-05-15,BUY,068270,셀트리온,1,186190.46875,5.0,"지지반등,RSI탈출,BB회귀,200일선,STO_GC",TOP5 1/5 배분,186190.46875,,
2026-05-15,BUY,138040,메리츠금융지주,2,110500.0,4.0,"RSI탈출,BB회귀,200일선,STO_GC",TOP5 1/5 배분,221000.0,,
2026-05-15,BUY,033780,KT&G,1,187200.0,4.0,"MACD,BB회귀,거래량돌파,W패턴",TOP5 1/5 배분,187200.0,,
2026-05-15,BUY,011200,HMM,14,20150.0,4.0,"RSI탈출,BB회귀,200일선,STO_GC",TOP5 1/5 배분,282100.0,,
2026-05-18,SELL,024110,기업은행,82,20235.70025660018,,,손절-10%,,-9.999999999999986,38.0
2026-05-18,SELL,068270,셀트리온,6,172999.99921875,,,손절-10%,,-9.999999999999998,15.0
2026-05-18,BUY,017670,SK텔레콤,6,101355.1180659204,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,608130.7083955223,,
2026-05-18,BUY,000270,기아,3,168800.0,3.0,"GC,MACD,W패턴",TOP5 1/5 배분,506400.0,,
2026-05-18,BUY,003550,LG,4,132000.0,2.0,"BB회귀,W패턴",TOP5 1/5 배분,528000.0,,
2026-05-18,BUY,105560,KB금융,4,154900.0,2.0,"MACD,STO_GC",TOP5 1/5 배분,619600.0,,
2026-05-19,SELL,003550,LG,4,111400.0,,,손절(갭)-15.6%,,-15.606060606060602,1.0
2026-05-19,BUY,011200,HMM,14,20050.0,5.0,"지지반등,BB회귀,W패턴,200일선,STO_GC",TOP5 1/5 배분,280700.0,,
2026-05-19,BUY,017670,SK텔레콤,2,98181.57329516376,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,196363.14659032752,,
2026-05-19,BUY,138040,메리츠금융지주,2,107100.0,3.0,"지지반등,BB회귀,STO_GC",TOP5 1/5 배분,214200.0,,
2026-05-19,BUY,000270,기아,1,161700.0,3.0,"GC,MACD,W패턴",TOP5 1/5 배분,161700.0,,
2026-06-04,SELL,017670,SK텔레콤,14,119000.0,,,익절+30%(익일시가),,16.918674465437846,14.0
2026-06-04,BUY,035420,NAVER,1,267500.0,6.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,267500.0,,
2026-06-04,BUY,373220,LG에너지솔루션,1,448000.0,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,448000.0,,
2026-06-04,BUY,316140,우리금융지주,15,30300.0,4.0,"지지반등,BB회귀,200일선,STO_GC",TOP5 1/5 배분,454500.0,,
2026-06-04,BUY,024110,기업은행,22,20300.0,4.0,"지지반등,BB회귀,200일선,STO_GC",TOP5 1/5 배분,446600.0,,
2026-06-04,BUY,017670,SK텔레콤,3,119000.0,3.0,"MACD,BB회귀,W패턴",TOP5 1/5 배분,357000.0,,
2026-06-05,SELL,017670,SK텔레콤,3,107100.0,,,손절-10%,,-9.999999999999998,1.0
2026-06-05,BUY,011200,HMM,6,19670.0,6.0,"지지반등,RSI탈출,MACD,BB회귀,200일선,STO_GC",TOP5 1/5 배분,118020.0,,
2026-06-05,BUY,055550,신한지주,1,106200.0,5.0,"RSI탈출,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,106200.0,,
2026-06-05,BUY,024110,기업은행,5,20900.0,5.0,"지지반등,RSI탈출,BB회귀,200일선,STO_GC",TOP5 1/5 배분,104500.0,,
2026-06-05,BUY,138040,메리츠금융지주,1,106600.0,4.0,"RSI탈출,MACD,BB회귀,STO_GC",TOP5 1/5 배분,106600.0,,
2026-06-08,SELL,011200,HMM,122,18500.0,,,손절(갭)-10.5%,,-10.478894997580813,163.0
2026-06-08,SELL,035420,NAVER,1,239500.0,,,손절(갭)-10.5%,,-10.467289719626171,2.0
2026-06-08,SELL,373220,LG에너지솔루션,1,388500.0,,,손절(갭)-13.3%,,-13.28125,2.0
2026-06-08,BUY,024110,기업은행,30,20050.0,7.0,"지지반등,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",TOP5 1/5 배분,601500.0,,
2026-06-08,BUY,105560,KB금융,3,168900.0,6.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,506700.0,,
2026-06-08,BUY,055550,신한지주,5,104700.0,6.0,"GC,RSI탈출,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,523500.0,,
2026-06-08,BUY,316140,우리금융지주,20,30500.0,6.0,"RSI탈출,MACD,BB회귀,W패턴,STO_GC,피보나치",TOP5 1/5 배분,610000.0,,
2026-06-08,BUY,086790,하나금융지주,5,121000.0,5.0,"RSI탈출,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,605000.0,,
2026-06-23,SELL,000270,기아,37,144091.29033578897,,,손절-10%,,-9.999999999999986,105.0
2026-06-23,BUY,015760,한국전력,28,38500.0,5.0,"GC,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,1078000.0,,
2026-06-23,BUY,028260,삼성물산,2,535000.0,4.0,"GC,MACD,BB회귀,STO_GC",TOP5 1/5 배분,1070000.0,,
2026-06-23,BUY,034730,SK,1,762000.0,4.0,"GC,MACD,BB회귀,STO_GC",TOP5 1/5 배분,762000.0,,
2026-06-23,BUY,086790,하나금융지주,9,119800.0,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,1078200.0,,
2026-06-23,BUY,011200,HMM,57,19400.0,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,1105800.0,,
2026-06-24,SELL,028260,삼성물산,2,477000.0,,,손절(갭)-10.8%,,-10.8411214953271,1.0
2026-06-24,BUY,015760,한국전력,7,36650.0,3.0,"GC,MACD,STO_GC",TOP5 1/5 배분,256550.0,,
2026-06-24,BUY,105560,KB금융,1,154000.0,3.0,"GC,MACD,STO_GC",TOP5 1/5 배분,154000.0,,
2026-06-24,BUY,086790,하나금융지주,2,116900.0,3.0,"GC,MACD,STO_GC",TOP5 1/5 배분,233800.0,,
2026-06-26,SELL,055550,신한지주,21,89409.36423655253,,,손절-10%,,-9.999999999999986,65.0
2026-06-26,SELL,086790,하나금융지주,16,107831.25,,,손절-10%,,-9.999999999999998,14.0
2026-06-26,BUY,000270,기아,6,138200.0,6.0,"GC,지지반등,MACD,BB회귀,200일선,STO_GC",TOP5 1/5 배분,829200.0,,
2026-06-26,BUY,105560,KB금융,5,151300.0,5.0,"GC,MACD,BB회귀,STO_GC,피보나치",TOP5 1/5 배분,756500.0,,
2026-06-26,BUY,034730,SK,1,868000.0,4.0,"GC,MACD,BB회귀,STO_GC",TOP5 1/5 배분,868000.0,,
2026-06-26,BUY,035720,카카오,25,34550.0,4.0,"지지반등,MACD,BB회귀,STO_GC",TOP5 1/5 배분,863750.0,,
2026-07-01,SELL,034730,SK,2,733500.0,,,손절-10%,,-9.999999999999998,6.0
2026-07-01,BUY,068270,셀트리온,2,178400.0,3.0,"GC,MACD,STO_GC",TOP5 1/5 배분,356800.0,,
2026-07-01,BUY,105560,KB금융,3,159600.0,3.0,"BB회귀,W패턴,STO_GC",TOP5 1/5 배분,478800.0,,
2026-07-01,BUY,138040,메리츠금융지주,4,108000.0,3.0,"BB회귀,W패턴,STO_GC",TOP5 1/5 배분,432000.0,,
