date,side,tic,name,qty,price,buy_hit,signals,reason,amount,pnl_pct,hold_days
2026-03-23,BUY,055550,신한지주,5,93303.69977057843,4.0,"RSI탈출,MACD,BB회귀,W패턴",TOP5 1/5 배분,466518.49885289214,,
2026-03-23,BUY,035420,NAVER,2,215500.0,4.0,"MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,431000.0,,
2026-04-20,SELL,006400,삼성SDI,1,515000.0,,,익절+30%(익일시가),,32.56113256113255,30.0
2026-04-20,BUY,015760,한국전력,3,45900.0,7.0,"GC,RSI탈출,MACD,BB회귀,W패턴,200일선,STO_GC",TOP5 1/5 배분,137700.0,,
2026-04-20,BUY,000270,기아,1,158500.0,5.0,"GC,RSI탈출,MACD,BB회귀,STO_GC",TOP5 1/5 배분,158500.0,,
2026-04-20,BUY,316140,우리금융지주,5,35811.113603583915,5.0,"GC,MACD,BB회귀,W패턴,STO_GC",TOP5 1/5 배분,179055.56801791958,,
2026-04-20,BUY,105560,KB금융,1,165302.32728985394,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,165302.32728985394,,
2026-04-23,SELL,373220,LG에너지솔루션,4,481500.0,,,익절+30%(익일시가),,28.915662650602414,35.0
2026-04-23,BUY,068270,셀트리온,2,197619.046875,5.0,"GC,BB회귀,W패턴,STO_GC,피보나치",TOP5 1/5 배분,395238.09375,,
2026-04-23,BUY,000270,기아,2,164700.0,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,329400.0,,
2026-04-23,BUY,035420,NAVER,1,220500.0,4.0,"GC,MACD,W패턴,STO_GC",TOP5 1/5 배분,220500.0,,
2026-04-23,BUY,015760,한국전력,9,47650.0,4.0,"GC,BB회귀,W패턴,200일선",TOP5 1/5 배분,428850.0,,
2026-04-29,SELL,005490,POSCO홀딩스,2,474868.1519856077,,,익절+30%(익일시가),,36.15651848190937,70.0
2026-04-29,BUY,068270,셀트리온,1,196666.671875,4.0,"GC,BB회귀,W패턴,피보나치",TOP5 1/5 배분,196666.671875,,
2026-04-29,BUY,000270,기아,2,157300.0,4.0,"GC,MACD,BB회귀,피보나치",TOP5 1/5 배분,314600.0,,
2026-04-29,BUY,024110,기업은행,15,22500.0,3.0,"BB회귀,W패턴,피보나치",TOP5 1/5 배분,337500.0,,
2026-04-29,BUY,035420,NAVER,1,223000.0,2.0,"GC,BB회귀",TOP5 1/5 배분,223000.0,,
2026-04-30,SELL,096770,SK이노베이션,30,146500.0,,,익절+30%(익일시가),,30.877579583693148,74.0
2026-04-30,BUY,000270,기아,6,155400.0,4.0,"GC,MACD,BB회귀,피보나치",TOP5 1/5 배분,932400.0,,
2026-04-30,BUY,024110,기업은행,45,22400.0,3.0,"BB회귀,W패턴,피보나치",TOP5 1/5 배분,1008000.0,,
2026-04-30,BUY,005380,현대차,1,553958.9119585687,2.0,"BB회귀,W패턴",TOP5 1/5 배분,553958.9119585687,,
2026-04-30,BUY,055550,신한지주,10,99000.0,2.0,"BB회귀,W패턴",TOP5 1/5 배분,990000.0,,
2026-04-30,BUY,035420,NAVER,4,223000.0,2.0,"GC,BB회귀",TOP5 1/5 배분,892000.0,,
2026-05-07,SELL,316140,우리금융지주,5,32230.002243225525,,,손절-10%,,-9.999999999999998,11.0
2026-05-07,BUY,000270,기아,1,159000.0,3.0,"GC,BB회귀,피보나치",TOP5 1/5 배분,159000.0,,
2026-05-07,BUY,105560,KB금융,1,162300.0,2.0,"MACD,BB회귀",TOP5 1/5 배분,162300.0,,
2026-05-12,SELL,015760,한국전력,12,42491.25,,,손절-10%,,-9.999999999999998,14.0
2026-05-12,BUY,000270,기아,1,175700.0,4.0,"GC,MACD,BB회귀,W패턴",TOP5 1/5 배분,175700.0,,
2026-05-12,BUY,017670,SK텔레콤,2,100363.3902925532,3.0,"BB회귀,W패턴,STO_GC",TOP5 1/5 배분,200726.7805851064,,
2026-05-13,SELL,035420,NAVER,8,198731.25,,,손절-10%,,-9.999999999999998,35.0
2026-05-13,BUY,068270,셀트리온,2,187619.046875,4.0,"지지반등,BB회귀,200일선,STO_GC",TOP5 1/5 배분,375238.09375,,
2026-05-13,BUY,017670,SK텔레콤,4,104925.359375,3.0,"BB회귀,W패턴,STO_GC",TOP5 1/5 배분,419701.4375,,
