date,portfolio,n_pos,cash
2024-10-08,10994976.587842157,15,296849.1513187196
2024-10-10,11052388.162060907,15,296849.1513187196
2024-10-11,11123100.382764032,15,296849.1513187196
2024-10-14,11225239.81928747,15,296849.1513187196
2024-10-15,11238047.65913122,15,296849.1513187196
2024-10-16,11223987.507764032,15,296849.1513187196
2024-10-17,11123760.62397497,15,296849.1513187196
2024-10-18,11151679.134717157,15,296849.1513187196
2024-10-21,11204895.720654657,15,296849.1513187196
2024-10-22,11172803.669287,15,437566.1946776237
2024-10-23,11161402.920263562,15,437566.1946776237
2024-10-24,11156451.0424952,16,321270.80226082576
2024-10-25,11215544.243667075,16,321270.80226082576
2024-10-28,11239463.459337547,16,585618.1155875477
2024-10-29,11274466.131212547,16,585618.1155875477
2024-10-30,11185060.76890786,16,585618.1155875477
2024-10-31,10951487.717150047,16,585618.1155875477
2024-11-01,11072864.40953286,16,585618.1155875477
2024-11-04,11189449.91343911,16,585618.1155875477
2024-11-05,11134316.967150047,16,585618.1155875477
2024-11-06,11129087.818308093,16,451566.9188940296
2024-11-07,11133228.558542468,16,451566.9188940296
2024-11-08,11029573.066354968,16,451566.9188940296
2024-11-11,10886863.335721113,17,516415.05447111226
2024-11-12,10758595.651640594,17,605605.7336718447
2024-11-13,10750617.596859638,16,314399.06951588724
2024-11-14,10834649.790838772,16,332070.40412002284
2024-11-15,10718203.900434745,15,380834.94340349565
2024-11-18,10863440.150434745,15,380834.94340349565
2024-11-19,10905370.564497245,15,380834.94340349565
2024-11-20,11039239.84770037,15,380834.94340349565
2024-11-21,11035365.53129412,15,380834.94340349565
2024-11-22,11092504.60160662,15,380834.94340349565
2024-11-25,11119485.447309745,15,380834.94340349565
2024-11-26,11125973.55473162,15,380834.94340349565
2024-11-27,11273549.677778495,15,380834.94340349565
2024-11-28,11276754.533247245,15,380834.94340349565
2024-11-29,11170854.33988787,15,380834.94340349565
2024-12-02,11218776.168991324,15,618571.8799288232
2024-12-03,11369778.010788199,15,618571.8799288232
2024-12-04,11017529.784225699,15,618571.8799288232
2024-12-05,10767553.598846091,14,773301.0636898412
2024-12-06,10764643.034392966,14,773301.0636898412
2024-12-09,10515359.610564841,14,773301.0636898412
2024-12-10,10629681.919158591,14,773301.0636898412
2024-12-11,10747178.219939841,14,773301.0636898412
2024-12-12,10740520.794158591,14,773301.0636898412
2024-12-13,10825688.571502341,14,773301.0636898412
2024-12-16,10737931.512908591,14,773301.0636898412
2024-12-17,10588319.587653175,17,307409.48999692407
2024-12-18,10772521.447028175,17,307409.48999692407
2024-12-19,10584350.712653175,17,307409.48999692407
